年,月,日,時分,気温,地中温度,土壌水分,照度,EC
2025,01,22,06:38,-2.8,3.6,20.2,7,1.07
2025,01,22,06:48,-2.9,3.5,20.4,24,1.06
2025,01,22,06:58,-2.9,3.5,20.5,144,1.05
2025,01,22,07:08,-3.0,3.5,20.4,388,1.06
2025,01,22,07:18,-2.8,3.5,20.5,747,1.06
2025,01,22,07:28,-2.9,3.5,20.4,1135,1.06
2025,01,22,07:38,-2.6,3.5,20.3,1476,1.06
2025,01,22,07:48,-2.4,3.4,20.6,1777,1.04
2025,01,22,07:58,-2.5,3.4,20.6,2046,1.04
2025,01,22,08:08,-2.3,3.4,20.6,2257,1.05
2025,01,22,08:18,-2.3,3.4,20.6,2393,1.04
2025,01,22,08:28,-2.2,3.3,20.6,2580,1.04
2025,01,22,08:38,-2.1,3.3,20.5,2812,1.05
2025,01,22,08:48,-1.8,3.3,20.6,3071,1.05
2025,01,22,08:58,-1.3,3.3,20.5,3442,1.05
2025,01,22,09:09,-1.3,3.3,20.5,3442,1.05
2025,01,22,09:18,-0.9,3.3,20.6,3322,1.04
2025,01,22,09:28,-0.6,3.3,20.6,3207,1.04
2025,01,22,09:38,-0.4,3.3,20.6,3267,1.04
2025,01,22,09:48,-0.1,3.3,20.7,3315,1.03
2025,01,22,09:58,0.1,3.3,20.7,3342,1.03
2025,01,22,10:08,0.5,3.2,20.6,3579,1.05
2025,01,22,10:18,0.9,3.2,20.7,3587,1.04
2025,01,22,10:28,1.3,3.2,20.7,3613,1.04
2025,01,22,10:38,1.8,3.2,20.7,3827,1.04
2025,01,22,10:48,2.3,3.2,20.7,6554,1.04
2025,01,22,10:58,2.7,3.2,20.6,4647,1.05
2025,01,22,11:08,3.3,3.2,20.7,6190,1.04
2025,01,22,11:18,4.0,3.2,20.7,9029,1.04
2025,01,22,11:28,4.5,3.1,20.7,6489,1.04
2025,01,22,11:38,5.1,3.1,20.8,7871,1.03
2025,01,22,11:48,5.3,3.1,20.7,4693,1.04
2025,01,22,11:58,5.5,3.2,20.9,8844,1.02
2025,01,22,12:08,5.8,3.2,20.7,7955,1.04
2025,01,22,12:18,6.1,3.2,20.8,8741,1.03
2025,01,22,12:28,6.0,3.2,20.7,9151,1.05
2025,01,22,12:38,6.4,3.3,20.7,10058,1.04
2025,01,22,12:48,7.0,3.3,20.8,9103,1.03
2025,01,22,12:58,6.6,3.3,20.6,6278,1.05
2025,01,22,13:08,7.0,3.4,20.7,6101,1.04
2025,01,22,13:18,6.8,3.5,20.7,7257,1.04
2025,01,22,13:28,6.6,3.5,20.7,7444,1.04
2025,01,22,13:38,6.7,3.6,20.6,7597,1.04
2025,01,22,13:48,7.1,3.6,20.7,6489,1.04
2025,01,22,13:58,6.8,3.6,20.6,6478,1.05
2025,01,22,14:08,6.4,3.7,20.6,4271,1.05
2025,01,22,14:18,6.4,3.8,20.7,5176,1.04
2025,01,22,14:28,6.2,3.8,20.6,3165,1.05
2025,01,22,14:38,5.9,3.9,20.7,3263,1.04
2025,01,22,14:48,5.7,4.0,20.6,2972,1.04
2025,01,22,14:58,5.6,4.0,20.6,3037,1.04
2025,01,22,15:08,5.6,4.0,20.5,2867,1.05
2025,01,22,15:18,5.3,4.1,20.7,2684,1.03
2025,01,22,15:28,5.2,4.1,20.6,2564,1.04
2025,01,22,15:38,5.3,4.1,20.6,2490,1.04
2025,01,22,15:48,5.5,4.2,20.5,2366,1.04
2025,01,22,15:58,5.0,4.2,20.6,2257,1.03
2025,01,22,16:08,4.8,4.2,20.6,2090,1.04
2025,01,22,16:18,4.6,4.3,20.6,1948,1.04
2025,01,22,16:28,4.4,4.3,20.7,1735,1.03
2025,01,22,16:38,4.3,4.3,20.6,1457,1.04
2025,01,22,16:48,4.1,4.3,20.5,1134,1.04
2025,01,22,16:58,4.0,4.3,20.7,728,1.02
2025,01,22,17:08,3.6,4.3,20.6,382,1.04
2025,01,22,17:18,3.3,4.3,20.5,149,1.04
2025,01,22,17:28,3.0,4.3,20.6,33,1.03
2025,01,22,17:38,2.8,4.3,20.7,7,1.03
2025,01,22,17:48,2.6,4.3,20.6,0,1.03
2025,01,22,17:58,2.3,4.3,20.6,0,1.03
2025,01,22,18:08,2.1,4.3,20.6,0,1.04
2025,01,22,18:18,1.8,4.3,20.7,0,1.02
2025,01,22,18:28,1.7,4.3,20.5,0,1.05
2025,01,22,18:38,1.5,4.3,20.5,0,1.04
2025,01,22,18:48,1.3,4.3,20.5,0,1.04
2025,01,22,18:58,1.1,4.3,20.5,0,1.04
2025,01,22,19:08,0.9,4.3,20.6,0,1.04
2025,01,22,19:18,0.9,4.3,20.7,0,1.03
2025,01,22,19:28,0.7,4.3,20.7,0,1.03
2025,01,22,19:38,0.6,4.3,20.5,0,1.05
2025,01,22,19:48,0.5,4.2,20.5,0,1.04
2025,01,22,19:58,0.4,4.2,20.6,0,1.04
2025,01,22,20:08,0.3,4.2,20.6,0,1.04
2025,01,22,20:18,0.1,4.1,20.6,0,1.04
2025,01,22,20:28,0.0,4.1,20.6,0,1.04
2025,01,22,20:38,-0.2,4.1,20.7,0,1.03
2025,01,22,20:48,-0.3,4.1,20.6,0,1.04
2025,01,22,20:58,-0.4,4.1,20.7,0,1.03
2025,01,22,21:08,-0.5,4.1,20.7,0,1.03
2025,01,22,21:18,-0.6,4.0,20.6,0,1.04
2025,01,22,21:28,-0.6,4.0,20.7,0,1.03
2025,01,22,21:38,-0.8,4.0,20.7,0,1.03
2025,01,22,21:48,-0.9,4.0,20.8,0,1.02
2025,01,22,21:58,-0.8,4.0,20.7,0,1.03
2025,01,22,22:08,-0.8,3.9,20.8,0,1.03
2025,01,22,22:18,-1.0,3.9,20.7,0,1.03
2025,01,22,22:28,-1.1,3.8,20.9,0,1.02
2025,01,22,22:38,-1.2,3.8,20.7,0,1.04
2025,01,22,22:48,-1.2,3.8,20.8,0,1.03
2025,01,22,22:58,-1.4,3.8,20.9,0,1.02
2025,01,22,23:08,-1.4,3.8,20.7,0,1.04
2025,01,22,23:18,-1.6,3.8,20.8,0,1.03
2025,01,22,23:28,-1.5,3.7,20.8,0,1.03
2025,01,22,23:38,-1.6,3.7,20.8,0,1.03
2025,01,22,23:48,-1.7,3.7,20.8,0,1.03
2025,01,22,23:58,-1.8,3.6,20.9,0,1.02
2025,01,23,00:08,-1.8,3.6,20.8,0,1.03
2025,01,23,00:18,-1.8,3.6,20.9,0,1.02
2025,01,23,00:28,-1.9,3.6,20.8,0,1.03
2025,01,23,00:38,-2.0,3.6,20.9,0,1.02
2025,01,23,00:48,-2.0,3.5,20.9,0,1.03
2025,01,23,00:58,-2.0,3.5,21.0,0,1.01
2025,01,23,01:08,-2.1,3.5,20.9,0,1.02
2025,01,23,01:18,-2.1,3.5,21.0,0,1.02
2025,01,23,01:28,-2.1,3.5,20.9,0,1.02
2025,01,23,01:38,-2.1,3.5,20.9,0,1.02
2025,01,23,01:48,-2.0,3.5,20.9,0,1.02
2025,01,23,01:58,-2.0,3.4,21.0,0,1.02
2025,01,23,02:08,-2.1,3.4,21.0,0,1.02
2025,01,23,02:18,-2.1,3.4,21.0,0,1.02
2025,01,23,02:28,-2.2,3.3,21.0,0,1.02
2025,01,23,02:38,-2.3,3.3,20.9,0,1.03
2025,01,23,02:48,-2.3,3.3,21.0,0,1.02
2025,01,23,02:58,-2.2,3.3,20.9,0,1.03
2025,01,23,03:08,-2.2,3.3,21.1,0,1.01
2025,01,23,03:18,-2.1,3.3,21.0,0,1.02
2025,01,23,03:28,-2.1,3.3,21.1,0,1.01
2025,01,23,03:38,-2.0,3.3,21.0,0,1.02
2025,01,23,03:48,-2.0,3.3,20.9,0,1.03
2025,01,23,03:58,-1.9,3.3,21.0,0,1.02
2025,01,23,04:08,-1.7,3.2,21.1,0,1.01
2025,01,23,04:18,-1.6,3.2,21.0,0,1.02
2025,01,23,04:28,-1.8,3.2,21.0,0,1.02
2025,01,23,04:38,-1.7,3.2,21.1,0,1.01
2025,01,23,04:48,-1.7,3.2,21.0,0,1.02
2025,01,23,04:58,-1.6,3.2,21.1,0,1.01
2025,01,23,05:08,-1.6,3.1,21.1,0,1.02
2025,01,23,05:18,-1.6,3.1,21.1,0,1.01
2025,01,23,05:28,-1.6,3.1,21.0,0,1.02
2025,01,23,05:38,-1.6,3.1,21.0,0,1.03
2025,01,23,05:48,-1.6,3.1,21.2,0,1.00
2025,01,23,05:58,-1.6,3.1,21.1,0,1.02
2025,01,23,06:08,-1.7,3.1,21.1,0,1.02
2025,01,23,06:18,-1.8,3.1,21.1,0,1.02
2025,01,23,06:28,-1.8,3.1,21.1,0,1.02
2025,01,23,06:38,-1.8,3.1,21.1,0,1.01
2025,01,23,06:48,-1.9,3.1,21.2,16,1.01
2025,01,23,06:58,-1.8,3.1,21.1,92,1.01
2025,01,23,07:08,-1.8,3.1,21.2,240,1.01
2025,01,23,07:18,-1.7,3.0,21.2,588,1.01
2025,01,23,07:28,-1.7,3.0,21.1,976,1.02
2025,01,23,07:38,-1.6,3.0,21.2,1428,1.01
2025,01,23,07:48,-1.6,3.0,21.1,1811,1.02
2025,01,23,07:58,-1.5,3.0,21.2,2301,1.01
2025,01,23,08:08,-1.5,3.0,21.1,2658,1.02
2025,01,23,08:18,-1.3,3.0,21.2,2689,1.01
2025,01,23,08:28,-1.3,3.0,21.2,3385,1.01
2025,01,23,08:38,-1.1,3.0,21.2,4177,1.01
2025,01,23,08:48,-0.9,3.0,21.3,3790,1.00
2025,01,23,08:58,-0.6,3.0,21.2,3796,1.01
2025,01,23,09:08,-0.3,3.0,21.1,3786,1.02
2025,01,23,09:18,0.0,3.0,21.3,3339,1.00
2025,01,23,09:28,0.3,3.0,21.3,4682,1.01
2025,01,23,09:38,0.7,3.0,21.2,4967,1.02
2025,01,23,09:48,1.0,3.0,21.3,4558,1.00
2025,01,23,09:58,1.5,3.0,21.2,6495,1.01
2025,01,23,10:08,2.2,3.0,21.3,7135,1.00
2025,01,23,10:18,2.8,2.9,21.3,7146,1.01
2025,01,23,10:28,3.5,3.0,21.3,7248,1.01
2025,01,23,10:38,3.8,3.0,21.3,5098,1.00
2025,01,23,10:48,4.1,3.0,21.3,5907,1.00
2025,01,23,10:58,4.6,3.0,21.2,6228,1.02
2025,01,23,11:08,4.8,3.0,21.2,5592,1.01
2025,01,23,11:18,5.1,3.0,21.1,5496,1.02
2025,01,23,11:28,5.4,3.0,21.4,4682,1.00
2025,01,23,11:38,5.6,3.1,21.3,4412,1.01
2025,01,23,11:48,6.0,3.1,21.3,4375,1.00
2025,01,23,11:58,6.2,3.1,21.3,4739,1.00
2025,01,23,12:08,6.5,3.1,21.3,4205,1.00
2025,01,23,12:18,6.5,3.2,21.4,3698,0.99
2025,01,23,12:28,6.7,3.3,21.3,3648,1.00
2025,01,23,12:38,7.1,3.3,21.3,6656,1.00
2025,01,23,12:48,7.5,3.3,21.3,5792,1.00
2025,01,23,12:58,8.0,3.3,21.3,3829,1.00
2025,01,23,13:08,7.5,3.4,21.3,3885,1.00
2025,01,23,13:18,8.2,3.5,21.3,4591,1.00
2025,01,23,13:28,7.9,3.5,21.3,4952,1.00
2025,01,23,13:38,8.0,3.5,21.3,6604,0.99
2025,01,23,13:48,8.4,3.6,21.3,5836,0.99
2025,01,23,13:58,8.5,3.6,21.3,6987,0.99
2025,01,23,14:08,8.4,3.6,21.2,5427,1.00
2025,01,23,14:18,8.5,3.7,21.3,3235,0.99
2025,01,23,14:28,8.0,3.8,21.2,3093,1.00
2025,01,23,14:38,7.7,3.8,21.2,3015,1.00
2025,01,23,14:48,7.7,3.8,21.2,2921,1.00
2025,01,23,14:58,7.5,3.9,21.3,2849,0.99
2025,01,23,15:08,7.3,4.0,21.3,2923,0.99
2025,01,23,15:18,7.3,4.0,21.2,2762,0.99
2025,01,23,15:28,7.3,4.0,21.2,2706,1.00
2025,01,23,15:38,7.1,4.1,21.1,2615,1.00
2025,01,23,15:48,7.1,4.1,21.2,2493,0.99
2025,01,23,15:58,7.0,4.1,21.2,2373,1.00
2025,01,23,16:08,6.9,4.2,21.2,2220,0.99
2025,01,23,16:18,6.7,4.2,21.1,2025,1.00
2025,01,23,16:28,6.6,4.2,21.2,1837,0.99
2025,01,23,16:38,6.4,4.3,21.1,1579,1.00
2025,01,23,16:48,6.2,4.3,21.1,1256,1.00
2025,01,23,16:58,6.1,4.3,21.1,876,1.00
2025,01,23,17:08,5.7,4.3,21.1,490,1.00
2025,01,23,17:18,5.4,4.3,21.2,199,0.99
2025,01,23,17:28,5.3,4.3,21.1,44,1.00
2025,01,23,17:38,5.0,4.4,21.1,7,1.00
2025,01,23,17:48,4.7,4.4,21.1,0,1.00
2025,01,23,17:58,4.6,4.4,21.2,0,0.99
2025,01,23,18:08,4.4,4.4,21.1,0,1.00
2025,01,23,18:18,4.2,4.4,21.1,0,1.00
2025,01,23,18:28,3.9,4.5,21.1,0,1.00
2025,01,23,18:38,3.8,4.5,21.1,0,1.00
2025,01,23,18:48,3.7,4.5,21.2,0,0.99
2025,01,23,18:58,3.5,4.4,21.1,0,1.00
2025,01,23,19:08,3.4,4.4,21.2,0,0.99
2025,01,23,19:18,3.2,4.4,21.1,0,1.00
2025,01,23,19:28,3.1,4.4,21.1,0,1.00
2025,01,23,19:38,3.0,4.4,21.1,0,1.00
2025,01,23,19:48,2.9,4.4,21.0,0,1.01
2025,01,23,19:58,2.8,4.4,21.2,0,0.99
2025,01,23,20:08,2.7,4.4,21.1,0,1.00
2025,01,23,20:18,2.4,4.3,21.0,0,1.01
2025,01,23,20:28,2.3,4.3,21.0,0,1.01
2025,01,23,20:38,2.1,4.3,21.1,0,1.00
2025,01,23,20:48,2.1,4.3,21.1,0,1.00
2025,01,23,20:58,2.0,4.3,21.1,0,1.00
2025,01,23,21:08,1.8,4.3,21.1,0,1.00
2025,01,23,21:18,1.6,4.3,21.1,0,1.00
2025,01,23,21:28,1.4,4.3,21.0,0,1.01
2025,01,23,21:38,1.3,4.3,21.2,0,0.99
2025,01,23,21:48,1.2,4.3,21.1,0,1.00
2025,01,23,21:58,1.1,4.3,20.9,0,1.03
2025,01,23,22:08,0.9,4.2,21.1,0,1.00
2025,01,23,22:18,0.7,4.2,21.2,0,0.99
2025,01,23,22:28,0.7,4.2,21.1,0,1.00
2025,01,23,22:38,0.7,4.1,21.2,0,0.99
2025,01,23,22:48,0.5,4.1,21.1,0,1.00
2025,01,23,22:58,0.5,4.1,21.1,0,1.01
2025,01,23,23:08,0.5,4.1,21.2,0,0.99
2025,01,23,23:18,0.3,4.1,21.2,0,1.00
2025,01,23,23:28,0.2,4.1,21.0,0,1.01
2025,01,23,23:38,0.2,4.1,21.1,0,1.00
2025,01,23,23:48,0.1,4.1,21.2,0,1.00
2025,01,23,23:58,0.0,4.0,21.1,0,1.00
2025,01,24,00:08,-0.1,4.0,21.1,0,1.01
2025,01,24,00:18,-0.2,4.0,21.1,0,1.01
2025,01,24,00:28,0.0,4.0,21.1,0,1.01
2025,01,24,00:38,-0.4,4.0,21.1,0,1.01
2025,01,24,00:48,0.0,4.0,21.2,0,1.00
2025,01,24,00:58,-0.5,3.9,21.2,0,1.00
2025,01,24,01:08,-0.5,3.9,21.2,0,1.00
2025,01,24,01:18,-0.5,3.8,21.2,0,1.00
2025,01,24,01:28,-0.8,3.8,21.2,0,1.00
2025,01,24,01:38,-0.7,3.8,21.3,0,0.99
2025,01,24,01:48,-0.9,3.8,21.2,0,1.00
2025,01,24,01:58,-0.8,3.8,21.3,0,0.99
2025,01,24,02:08,-0.8,3.8,21.2,0,1.00
2025,01,24,02:18,-0.6,3.8,21.2,0,1.00
2025,01,24,02:28,-0.5,3.7,21.3,0,0.99
2025,01,24,02:38,-1.0,3.7,21.3,0,0.99
2025,01,24,02:48,-1.2,3.7,21.1,0,1.01
2025,01,24,02:58,-1.2,3.6,21.3,0,0.99
2025,01,24,03:08,-1.4,3.6,21.2,0,1.01
2025,01,24,03:18,-1.4,3.6,21.3,0,1.00
2025,01,24,03:28,-1.4,3.6,21.4,0,0.99
2025,01,24,03:38,-1.4,3.6,21.4,0,0.99
2025,01,24,03:48,-1.5,3.5,21.4,0,0.99
2025,01,24,03:58,-1.5,3.5,21.3,0,1.00
2025,01,24,04:08,-1.6,3.5,21.3,0,1.00
2025,01,24,04:18,-1.6,3.5,21.3,0,0.99
2025,01,24,04:28,-1.6,3.5,21.4,0,0.99
2025,01,24,04:38,-1.7,3.5,21.3,0,1.00
2025,01,24,04:48,-1.7,3.5,21.4,0,0.99
2025,01,24,04:58,-1.7,3.4,21.3,0,1.00
2025,01,24,05:08,-1.7,3.4,21.4,0,0.99
2025,01,24,05:18,-1.8,3.3,21.6,0,0.98
2025,01,24,05:28,-1.8,3.3,21.3,0,1.00
2025,01,24,05:38,-1.7,3.3,21.5,0,0.99
2025,01,24,05:48,-1.8,3.3,21.4,0,0.99
2025,01,24,05:58,-1.8,3.3,21.4,0,0.99
2025,01,24,06:08,-1.8,3.3,21.3,0,1.01
2025,01,24,06:18,-1.9,3.3,21.5,0,0.98
2025,01,24,06:28,-1.9,3.3,21.5,0,0.98
2025,01,24,06:38,-1.9,3.3,21.4,0,0.99
2025,01,24,06:48,-1.9,3.3,21.6,16,0.98
2025,01,24,06:58,-1.9,3.2,21.5,88,0.99
2025,01,24,07:08,-1.8,3.2,21.5,249,0.99
2025,01,24,07:18,-1.8,3.2,21.5,571,0.99
2025,01,24,07:28,-1.7,3.2,21.5,1121,0.99
2025,01,24,07:38,-1.6,3.2,21.5,1844,0.99
2025,01,24,07:48,-1.3,3.2,21.5,2388,0.99
2025,01,24,07:58,-1.3,3.1,21.6,2971,0.98
2025,01,24,08:08,-0.9,3.1,21.5,3688,0.99
2025,01,24,08:18,-0.8,3.1,21.4,4428,0.99
2025,01,24,08:28,-0.6,3.1,21.6,5024,0.98
2025,01,24,08:38,-0.5,3.1,21.5,2726,0.99
2025,01,24,08:48,-0.3,3.1,21.4,4423,1.00
2025,01,24,08:58,0.2,3.1,21.4,5895,1.00
2025,01,24,09:08,0.4,3.1,21.6,3934,0.98
2025,01,24,09:18,0.6,3.1,21.5,3986,0.99
2025,01,24,09:28,0.8,3.1,21.6,4053,0.98
2025,01,24,09:38,1.0,3.1,21.5,3838,0.99
2025,01,24,09:48,1.4,3.1,21.6,7272,0.98
2025,01,24,09:58,1.9,3.1,21.6,5803,0.98
2025,01,24,10:08,2.3,3.1,21.6,5067,0.98
2025,01,24,10:18,2.6,3.1,21.6,6071,0.98
2025,01,24,10:28,2.9,3.1,21.5,3914,0.99
2025,01,24,10:38,2.9,3.1,21.6,2808,0.98
2025,01,24,10:48,3.0,3.1,21.6,2584,0.98
2025,01,24,10:58,3.1,3.1,21.7,2799,0.97
2025,01,24,11:08,3.4,3.2,21.6,2974,0.98
2025,01,24,11:18,3.5,3.2,21.5,2906,0.99
2025,01,24,11:28,3.8,3.2,21.6,2886,0.98
2025,01,24,11:38,4.1,3.2,21.5,2843,0.99
2025,01,24,11:48,4.5,3.3,21.6,2747,0.98
2025,01,24,11:58,5.0,3.3,21.6,2689,0.98
2025,01,24,12:08,5.3,3.3,21.6,2682,0.98
2025,01,24,12:18,5.5,3.3,21.6,2895,0.98
2025,01,24,12:28,5.7,3.3,21.6,3083,0.98
2025,01,24,12:38,6.1,3.3,21.6,3809,0.98
2025,01,24,12:48,6.4,3.4,21.6,3515,0.98
2025,01,24,12:58,6.8,3.4,21.6,4021,0.97
2025,01,24,13:08,6.9,3.5,21.6,4501,0.98
2025,01,24,13:18,7.4,3.5,21.5,3922,0.98
2025,01,24,13:28,7.0,3.5,21.6,3883,0.97
2025,01,24,13:38,7.1,3.5,21.5,3376,0.99
2025,01,24,13:48,6.9,3.5,21.5,3139,0.99
2025,01,24,13:58,6.9,3.6,21.6,3228,0.98
2025,01,24,14:08,7.0,3.6,21.7,3167,0.96
2025,01,24,14:18,7.0,3.6,21.5,3024,0.98
2025,01,24,14:28,7.0,3.7,21.5,2963,0.98
2025,01,24,14:38,7.0,3.7,21.6,2813,0.97
2025,01,24,14:48,7.1,3.8,21.5,2826,0.98
2025,01,24,14:58,6.9,3.8,21.6,2795,0.97
2025,01,24,15:08,7.0,3.8,21.5,2786,0.98
2025,01,24,15:18,7.0,3.8,21.6,2651,0.97
2025,01,24,15:28,7.0,3.8,21.5,2627,0.98
2025,01,24,15:38,7.3,3.9,21.5,2417,0.98
2025,01,24,15:48,7.0,4.0,21.5,2109,0.97
2025,01,24,15:58,6.7,4.0,21.5,2112,0.98
2025,01,24,16:08,6.6,4.0,21.4,1679,0.99
2025,01,24,16:18,6.5,4.0,21.5,1450,0.98
2025,01,24,16:28,6.2,4.0,21.6,1344,0.97
2025,01,24,16:38,6.0,4.1,21.6,1226,0.96
2025,01,24,16:48,5.9,4.1,21.5,974,0.97
2025,01,24,16:58,5.6,4.1,21.5,725,0.98
2025,01,24,17:08,5.5,4.1,21.5,444,0.98
2025,01,24,17:18,5.2,4.1,21.5,181,0.97
2025,01,24,17:28,4.9,4.2,21.5,46,0.97
2025,01,24,17:38,4.7,4.2,21.5,7,0.97
2025,01,24,17:48,4.6,4.2,21.5,0,0.97
2025,01,24,17:58,4.3,4.2,21.4,0,0.98
2025,01,24,18:08,4.1,4.2,21.4,0,0.98
2025,01,24,18:18,3.9,4.2,21.4,0,0.98
2025,01,24,18:28,3.7,4.2,21.4,0,0.98
2025,01,24,18:38,3.5,4.3,21.4,0,0.98
2025,01,24,18:48,3.3,4.2,21.2,0,1.00
2025,01,24,18:58,3.2,4.2,21.4,0,0.98
2025,01,24,19:08,3.0,4.2,21.5,0,0.98
2025,01,24,19:18,2.8,4.2,21.5,0,0.97
2025,01,24,19:28,2.6,4.2,21.3,0,0.99
2025,01,24,19:38,2.6,4.2,21.5,0,0.97
2025,01,24,19:48,2.5,4.2,21.5,0,0.97
2025,01,24,19:58,2.4,4.2,21.3,0,0.99
2025,01,24,20:08,2.2,4.2,21.3,0,0.99
