年,月,日,時分,気温,地中温度,土壌水分,照度,EC
2024,05,25,01:14,15.2,20.1,9.7,0,0.57
2024,05,25,01:24,14.9,20.1,9.6,0,0.58
2024,05,25,01:34,14.6,20.0,9.6,0,0.58
2024,05,25,01:44,14.6,20.0,9.7,0,0.57
2024,05,25,01:54,14.2,19.9,9.7,0,0.58
2024,05,25,02:04,14.1,19.9,9.6,0,0.58
2024,05,25,02:14,14.1,19.8,9.6,0,0.59
2024,05,25,02:24,14.1,19.8,9.7,0,0.57
2024,05,25,02:34,13.7,19.8,9.7,0,0.58
2024,05,25,02:44,13.4,19.7,9.6,0,0.59
2024,05,25,02:54,13.4,19.6,9.7,0,0.58
2024,05,25,03:04,12.8,19.6,9.5,0,0.61
2024,05,25,03:14,12.5,19.6,9.8,0,0.56
2024,05,25,03:24,13.2,19.5,9.6,0,0.60
2024,05,25,03:34,13.3,19.5,9.6,0,0.59
2024,05,25,03:44,13.6,19.4,9.6,0,0.60
2024,05,25,03:54,13.5,19.4,9.6,0,0.60
2024,05,25,04:04,13.3,19.3,9.7,0,0.58
2024,05,25,04:14,13.2,19.3,9.7,0,0.59
2024,05,25,04:24,13.2,19.3,9.8,0,0.57
2024,05,25,04:34,13.2,19.2,9.7,16,0.60
2024,05,25,04:44,13.2,19.1,9.7,46,0.60
2024,05,25,04:54,13.2,19.1,9.8,210,0.58
2024,05,25,05:04,12.9,19.1,9.7,627,0.59
2024,05,25,05:14,13.0,19.0,9.8,1293,0.57
2024,05,25,05:24,12.9,19.0,9.7,2029,0.59
2024,05,25,05:34,12.9,19.0,9.8,2786,0.57
2024,05,25,05:44,12.9,18.9,9.9,3461,0.57
2024,05,25,05:54,13.0,18.8,9.8,4016,0.59
2024,05,25,06:04,13.2,18.8,9.9,4582,0.57
2024,05,25,06:14,13.3,18.8,9.8,5091,0.59
2024,05,25,06:24,13.6,18.7,9.9,5746,0.58
2024,05,25,06:34,13.8,18.7,9.9,5964,0.58
2024,05,25,06:44,14.0,18.6,9.9,6249,0.58
2024,05,25,06:54,14.2,18.6,9.9,6354,0.57
2024,05,25,07:04,14.4,18.6,9.9,6476,0.58
2024,05,25,07:14,14.8,18.6,10.0,9299,0.57
2024,05,25,07:24,15.0,18.5,10.1,6998,0.55
2024,05,25,07:34,15.2,18.5,10.0,6604,0.57
2024,05,25,07:44,15.6,18.5,10.1,8376,0.56
2024,05,25,07:54,16.1,18.4,10.0,7757,0.56
2024,05,25,08:04,16.8,18.4,10.1,18982,0.56
2024,05,25,08:14,16.5,18.3,10.1,11982,0.56
2024,05,25,08:24,17.2,18.3,10.1,11322,0.56
2024,05,25,08:34,18.0,18.3,10.1,60160,0.56
2024,05,25,08:44,18.1,18.3,10.1,9403,0.56
2024,05,25,08:54,19.0,18.3,10.0,9433,0.57
2024,05,25,09:04,20.1,18.2,10.2,72481,0.56
2024,05,25,09:14,19.9,18.2,10.2,101489,0.54
2024,05,25,09:24,22.3,18.2,10.2,110661,0.56
2024,05,25,09:34,22.9,18.1,10.1,116414,0.57
2024,05,25,09:44,23.0,18.1,10.3,100899,0.54
2024,05,25,09:54,23.6,18.1,10.2,74301,0.55
2024,05,25,10:04,23.8,18.1,10.2,83320,0.56
2024,05,25,10:14,23.4,18.1,10.2,47472,0.55
2024,05,25,10:24,23.4,18.2,10.2,86526,0.55
2024,05,25,10:34,24.0,18.2,10.2,26906,0.55
2024,05,25,10:44,23.5,18.3,10.2,120303,0.55
2024,05,25,10:54,25.4,18.3,10.2,118886,0.56
2024,05,25,11:04,27.6,18.3,10.2,115523,0.55
2024,05,25,11:14,28.8,18.3,10.3,113479,0.53
2024,05,25,11:24,29.2,18.4,10.2,102982,0.54
2024,05,25,11:34,30.1,18.4,10.2,98244,0.54
2024,05,25,11:44,30.9,18.5,10.3,108034,0.53
2024,05,25,11:54,30.1,18.5,10.3,94990,0.54
2024,05,25,12:04,30.8,18.6,10.2,105855,0.55
2024,05,25,12:14,31.1,18.6,10.2,89556,0.54
2024,05,25,12:24,31.4,18.8,10.1,103990,0.55
2024,05,25,12:34,31.6,18.8,10.0,95709,0.57
2024,05,25,12:44,31.4,19.0,10.1,104003,0.55
2024,05,25,12:54,31.4,19.0,10.1,132352,0.54
2024,05,25,13:04,30.8,19.1,10.1,111601,0.55
2024,05,25,13:14,29.7,19.2,10.1,120845,0.55
2024,05,25,13:24,30.4,19.3,10.0,105610,0.56
2024,05,25,13:34,30.7,19.5,9.9,87225,0.57
2024,05,25,13:44,31.7,19.6,10.1,118042,0.54
2024,05,25,13:54,31.8,19.6,10.1,129492,0.54
2024,05,25,14:04,31.4,19.8,10.1,123026,0.55
2024,05,25,14:14,31.8,19.9,10.1,119336,0.53
2024,05,25,14:24,32.0,20.0,10.0,116994,0.55
2024,05,25,14:34,30.9,20.1,10.0,110095,0.54
2024,05,25,14:44,30.0,20.2,10.0,68962,0.54
2024,05,25,14:54,28.9,20.3,9.8,78175,0.56
2024,05,25,15:04,30.9,20.4,9.8,115375,0.57
2024,05,25,15:14,31.4,20.5,9.7,104264,0.58
2024,05,25,15:24,28.5,20.6,9.6,86424,0.58
2024,05,25,15:34,29.3,20.6,9.6,78445,0.58
2024,05,25,15:44,29.6,20.8,9.6,86470,0.60
2024,05,25,15:54,29.3,20.8,9.5,75785,0.59
2024,05,25,16:04,28.8,21.0,9.5,69184,0.60
2024,05,25,16:14,28.6,21.0,9.6,62222,0.58
2024,05,25,16:24,28.7,21.1,9.4,57179,0.61
2024,05,25,16:34,27.3,21.1,9.5,49687,0.59
2024,05,25,16:44,27.8,21.2,9.4,44153,0.62
2024,05,25,16:54,26.6,21.3,9.4,37301,0.59
2024,05,25,17:04,26.4,21.3,9.4,31995,0.60
2024,05,25,17:14,25.7,21.4,9.4,9923,0.61
2024,05,25,17:24,24.7,21.5,9.4,20905,0.60
2024,05,25,17:34,24.7,21.5,9.3,17621,0.62
2024,05,25,17:44,24.2,21.5,9.4,11741,0.60
2024,05,25,17:54,23.5,21.6,9.3,10126,0.62
2024,05,25,18:04,22.5,21.6,9.3,7651,0.61
2024,05,25,18:14,21.2,21.6,9.3,5159,0.61
2024,05,25,18:23,19.8,21.6,9.3,4308,0.61
2024,05,25,18:33,19.5,21.6,9.3,3283,0.61
2024,05,25,18:43,19.3,21.6,9.3,2144,0.63
2024,05,25,18:53,19.0,21.6,9.4,1176,0.60
2024,05,25,19:03,19.0,21.6,9.4,575,0.60
2024,05,25,19:13,18.4,21.6,9.4,190,0.60
2024,05,25,19:23,17.4,21.6,9.3,33,0.62
2024,05,25,19:33,17.0,21.6,9.3,7,0.61
2024,05,25,19:43,16.3,21.6,9.3,0,0.62
2024,05,25,19:53,15.9,21.5,9.3,0,0.62
2024,05,25,20:03,14.8,21.5,9.3,0,0.62
2024,05,25,20:13,14.4,21.5,9.3,0,0.62
2024,05,25,20:23,14.4,21.4,9.3,0,0.62
2024,05,25,20:33,15.3,21.4,9.4,0,0.61
2024,05,25,20:43,15.4,21.3,9.5,0,0.59
2024,05,25,20:53,16.0,21.3,9.4,0,0.61
2024,05,25,21:03,16.3,21.3,9.5,0,0.59
2024,05,25,21:13,16.4,21.2,9.5,0,0.59
2024,05,25,21:23,16.3,21.1,9.4,0,0.60
2024,05,25,21:33,16.0,21.1,9.4,0,0.60
2024,05,25,21:43,15.6,21.1,9.5,0,0.59
2024,05,25,21:53,15.3,21.0,9.4,0,0.62
2024,05,25,22:03,15.3,21.0,9.4,0,0.61
2024,05,25,22:13,15.4,21.0,9.5,0,0.60
2024,05,25,22:23,15.3,20.9,9.4,0,0.62
2024,05,25,22:33,15.3,20.8,9.4,0,0.61
2024,05,25,22:43,15.1,20.8,9.5,0,0.60
2024,05,25,22:53,15.2,20.7,9.4,0,0.63
2024,05,25,23:03,15.2,20.6,9.5,0,0.61
2024,05,25,23:13,15.1,20.6,9.3,0,0.62
2024,05,25,23:23,14.7,20.6,9.6,0,0.59
2024,05,25,23:33,14.5,20.5,9.5,0,0.60
2024,05,25,23:43,13.7,20.5,9.5,0,0.60
2024,05,25,23:53,13.8,20.5,9.4,0,0.62
2024,05,26,00:03,14.3,20.4,9.5,0,0.62
2024,05,26,00:13,14.4,20.3,9.6,0,0.59
2024,05,26,00:23,14.3,20.3,9.7,0,0.58
2024,05,26,00:33,13.9,20.3,9.6,0,0.60
2024,05,26,00:43,14.1,20.2,9.7,0,0.58
2024,05,26,00:53,14.0,20.1,9.6,0,0.60
2024,05,26,01:03,14.1,20.1,9.5,0,0.61
2024,05,26,01:13,13.9,20.1,9.8,0,0.57
2024,05,26,01:23,13.7,20.1,9.7,0,0.59
2024,05,26,01:33,13.7,20.0,9.8,0,0.58
2024,05,26,01:43,13.5,20.0,9.9,0,0.57
2024,05,26,01:53,13.4,19.9,9.8,0,0.59
2024,05,26,02:03,13.4,19.8,9.9,0,0.57
2024,05,26,02:13,13.3,19.8,9.9,0,0.58
2024,05,26,02:23,13.2,19.8,9.8,0,0.57
2024,05,26,02:33,13.2,19.7,9.9,0,0.57
2024,05,26,02:43,13.3,19.7,9.8,0,0.58
2024,05,26,02:53,13.2,19.6,9.8,0,0.57
2024,05,26,03:03,13.2,19.6,9.8,0,0.59
2024,05,26,03:13,13.1,19.6,9.7,0,0.61
2024,05,26,03:23,12.9,19.5,9.7,0,0.60
2024,05,26,03:33,12.9,19.5,9.7,0,0.60
2024,05,26,03:43,12.9,19.5,9.9,0,0.58
2024,05,26,03:53,12.7,19.4,9.8,0,0.59
2024,05,26,04:03,12.7,19.4,9.8,0,0.59
2024,05,26,04:13,12.4,19.3,9.9,0,0.57
2024,05,26,04:23,12.4,19.3,9.8,0,0.58
2024,05,26,04:33,12.4,19.3,9.8,7,0.58
2024,05,26,04:43,12.4,19.2,9.7,44,0.61
2024,05,26,04:53,12.2,19.2,9.9,246,0.57
2024,05,26,05:03,12.4,19.1,9.8,666,0.59
2024,05,26,05:13,12.5,19.1,9.9,1354,0.58
2024,05,26,05:23,12.7,19.1,10.0,2260,0.57
2024,05,26,05:33,12.6,19.0,9.8,3307,0.60
2024,05,26,05:43,12.7,19.0,9.8,4271,0.59
2024,05,26,05:53,12.8,19.0,10.0,5176,0.57
2024,05,26,06:03,13.0,18.9,10.0,6151,0.57
2024,05,26,06:13,13.3,18.9,10.0,6882,0.56
2024,05,26,06:23,13.5,18.8,10.1,7727,0.56
2024,05,26,06:33,13.5,18.8,10.1,8578,0.56
2024,05,26,06:43,13.7,18.8,10.0,9592,0.57
2024,05,26,06:53,14.0,18.7,10.1,10583,0.56
2024,05,26,07:03,14.3,18.7,9.9,11148,0.59
2024,05,26,07:13,14.6,18.6,10.0,12235,0.58
2024,05,26,07:23,14.9,18.6,10.0,12800,0.57
2024,05,26,07:33,15.2,18.6,10.2,12968,0.55
2024,05,26,07:43,15.8,18.6,10.0,13011,0.58
2024,05,26,07:53,15.8,18.6,10.2,14174,0.55
2024,05,26,08:03,16.5,18.6,10.2,15628,0.55
2024,05,26,08:13,16.7,18.5,10.2,16862,0.55
2024,05,26,08:23,17.1,18.5,10.2,17016,0.55
2024,05,26,08:33,17.9,18.5,10.2,16807,0.55
2024,05,26,08:43,18.5,18.5,10.2,17567,0.55
2024,05,26,08:53,19.1,18.5,10.2,18050,0.56
2024,05,26,09:03,19.1,18.5,10.1,21957,0.57
2024,05,26,09:13,20.8,18.5,10.1,85508,0.56
2024,05,26,09:23,23.6,18.5,10.1,100952,0.56
2024,05,26,09:33,23.0,18.5,10.2,57279,0.55
2024,05,26,09:43,23.7,18.5,10.2,50708,0.56
2024,05,26,09:53,23.5,18.5,10.3,113580,0.54
2024,05,26,10:03,23.0,18.5,10.2,24645,0.56
2024,05,26,10:13,24.4,18.5,10.3,50508,0.55
2024,05,26,10:23,23.8,18.5,10.2,24764,0.55
2024,05,26,10:33,24.3,18.5,10.2,60974,0.56
2024,05,26,10:43,26.0,18.6,10.2,123528,0.56
2024,05,26,10:53,27.6,18.6,10.1,138507,0.56
2024,05,26,11:03,30.0,18.6,10.2,134680,0.55
2024,05,26,11:13,31.0,18.7,10.2,130637,0.55
2024,05,26,11:23,30.4,18.8,10.2,126360,0.55
2024,05,26,11:33,30.1,18.8,10.3,125966,0.54
2024,05,26,11:43,31.7,18.8,10.2,126482,0.54
2024,05,26,11:53,32.5,18.9,10.1,121937,0.56
2024,05,26,12:03,33.3,19.0,10.1,125735,0.56
2024,05,26,12:13,32.0,19.1,10.0,122971,0.56
2024,05,26,12:23,32.9,19.1,10.1,124099,0.56
2024,05,26,12:33,32.6,19.3,10.0,117987,0.56
2024,05,26,12:43,31.1,19.4,10.1,142265,0.54
2024,05,26,12:53,30.9,19.5,10.1,120738,0.56
2024,05,26,13:03,30.8,19.6,10.2,126756,0.53
2024,05,26,13:13,31.8,19.7,10.2,130843,0.53
2024,05,26,13:23,32.4,19.8,10.3,131916,0.52
2024,05,26,13:33,31.0,20.0,10.1,78724,0.54
2024,05,26,13:43,32.6,20.1,10.0,136607,0.55
2024,05,26,13:53,31.4,20.1,10.1,126171,0.54
2024,05,26,14:03,31.8,20.3,9.9,127254,0.56
2024,05,26,14:13,31.3,20.4,9.8,119974,0.57
2024,05,26,14:23,31.0,20.5,9.8,119868,0.58
2024,05,26,14:33,31.9,20.6,9.7,113617,0.57
2024,05,26,14:43,31.2,20.7,9.8,103555,0.57
2024,05,26,14:53,29.5,20.8,9.7,101613,0.57
2024,05,26,15:03,29.6,20.9,9.7,92823,0.58
2024,05,26,15:13,29.8,21.0,9.6,88635,0.58
2024,05,26,15:23,29.5,21.1,9.5,81686,0.60
2024,05,26,15:33,29.8,21.1,9.6,75172,0.58
2024,05,26,15:43,29.8,21.3,9.4,71032,0.61
2024,05,26,15:53,29.1,21.3,9.4,63677,0.61
2024,05,26,16:03,28.0,21.5,9.3,51977,0.61
2024,05,26,16:13,27.3,21.5,9.4,48860,0.60
2024,05,26,16:23,27.2,21.6,9.5,48408,0.59
2024,05,26,16:33,27.0,21.6,9.4,43143,0.60
2024,05,26,16:43,27.1,21.7,9.4,38949,0.60
2024,05,26,16:53,26.7,21.8,9.3,34188,0.60
2024,05,26,17:03,25.6,21.8,9.4,28608,0.60
2024,05,26,17:13,25.3,21.9,9.3,15695,0.61
2024,05,26,17:23,24.8,21.9,9.3,20239,0.61
2024,05,26,17:33,24.7,22.0,9.3,17005,0.60
2024,05,26,17:43,24.0,22.0,9.2,12918,0.62
2024,05,26,17:53,23.3,22.0,9.3,10467,0.61
2024,05,26,18:03,22.6,22.0,9.4,7908,0.59
2024,05,26,18:13,22.1,22.1,9.3,6384,0.61
2024,05,26,18:23,21.6,22.1,9.2,5124,0.62
2024,05,26,18:33,20.9,22.1,9.3,3735,0.60
2024,05,26,18:43,20.4,22.1,9.1,2158,0.63
2024,05,26,18:53,19.8,22.1,9.1,1111,0.63
2024,05,26,19:03,19.3,22.1,9.3,455,0.60
2024,05,26,19:13,19.2,22.1,9.2,140,0.61
2024,05,26,19:23,18.9,22.0,9.2,22,0.62
2024,05,26,19:33,19.1,22.0,9.2,0,0.62
2024,05,26,19:43,18.5,22.0,9.3,0,0.60
2024,05,26,20:03,19.3,22.0,9.4,0,0.59
2024,05,26,20:13,18.9,21.9,9.3,0,0.61
2024,05,26,20:23,19.2,21.9,9.4,0,0.60
2024,05,26,20:33,19.4,21.9,9.3,0,0.61
2024,05,26,20:43,19.2,21.8,9.2,0,0.62
2024,05,26,20:53,19.1,21.8,9.3,0,0.61
2024,05,26,21:03,19.2,21.8,9.4,0,0.59
2024,05,26,21:13,18.9,21.8,9.2,0,0.61
2024,05,26,21:23,18.9,21.7,9.3,0,0.60
2024,05,26,21:33,19.0,21.6,9.2,0,0.62
2024,05,26,21:43,18.6,21.6,9.3,0,0.60
2024,05,26,21:53,18.6,21.6,9.3,0,0.61
2024,05,26,22:03,18.8,21.6,9.3,0,0.61
2024,05,26,22:13,18.7,21.5,9.4,0,0.59
2024,05,26,22:23,18.5,21.5,9.3,0,0.61
2024,05,26,22:33,18.3,21.5,9.3,0,0.61
2024,05,26,22:43,18.6,21.5,9.3,0,0.60
2024,05,26,22:53,18.3,21.4,9.3,0,0.61
2024,05,26,23:03,18.4,21.4,9.3,0,0.60
2024,05,26,23:13,18.4,21.3,9.3,0,0.61
2024,05,26,23:23,18.2,21.3,9.2,0,0.62
2024,05,26,23:33,18.4,21.3,9.4,0,0.59
2024,05,26,23:43,18.5,21.3,9.3,0,0.61
2024,05,26,23:53,18.7,21.3,9.3,0,0.61
2024,05,27,00:03,18.1,21.2,9.4,0,0.60
2024,05,27,00:13,17.6,21.1,9.4,0,0.59
2024,05,27,00:23,17.3,21.1,9.3,0,0.61
2024,05,27,00:33,17.2,21.1,9.3,0,0.62
2024,05,27,00:43,17.2,21.1,9.4,0,0.60
2024,05,27,00:53,17.5,21.1,9.3,0,0.61
2024,05,27,01:03,17.5,21.0,9.4,0,0.60
2024,05,27,01:13,16.9,21.0,9.7,0,0.58
2024,05,27,01:23,16.5,21.0,9.8,0,0.57
2024,05,27,01:33,16.3,21.0,9.8,0,0.56
2024,05,27,01:43,16.3,21.0,9.9,0,0.54
2024,05,27,01:53,16.3,20.9,9.9,0,0.54
2024,05,27,02:03,16.3,20.9,9.8,0,0.55
2024,05,27,02:13,16.3,20.8,9.9,0,0.54
2024,05,27,02:23,16.3,20.8,9.9,0,0.55
2024,05,27,02:33,16.3,20.8,9.8,0,0.57
2024,05,27,02:43,16.2,20.8,9.9,0,0.54
2024,05,27,02:53,16.2,20.7,9.9,0,0.54
2024,05,27,03:03,16.2,20.7,10.1,0,0.52
2024,05,27,03:13,16.1,20.6,9.9,0,0.55
2024,05,27,03:23,16.1,20.6,10.1,0,0.53
2024,05,27,03:33,16.1,20.6,10.0,0,0.54
2024,05,27,03:43,16.2,20.6,10.0,0,0.54
2024,05,27,03:53,16.3,20.5,10.0,0,0.54
2024,05,27,04:03,16.3,20.5,10.1,0,0.54
2024,05,27,04:13,16.3,20.5,10.0,0,0.56
2024,05,27,04:23,16.3,20.4,10.2,0,0.51
2024,05,27,04:33,16.2,20.4,10.1,0,0.54
2024,05,27,04:43,16.2,20.4,10.0,7,0.54
2024,05,27,04:53,16.3,20.3,10.1,25,0.53
2024,05,27,05:03,16.3,20.3,10.1,46,0.54
2024,05,27,05:13,16.3,20.3,10.1,283,0.53
2024,05,27,05:23,16.3,20.3,10.2,405,0.52
2024,05,27,05:33,16.4,20.2,10.1,836,0.53
2024,05,27,05:43,16.5,20.2,10.2,1061,0.52
2024,05,27,05:53,16.6,20.1,10.4,2416,0.51
2024,05,27,06:03,16.7,20.1,10.4,4123,0.50
2024,05,27,06:13,16.8,20.1,10.4,3629,0.51
2024,05,27,06:23,16.9,20.1,10.4,2366,0.51
2024,05,27,06:33,16.9,20.0,10.4,3133,0.52
2024,05,27,06:43,17.0,20.0,10.4,3862,0.52
2024,05,27,06:53,17.1,20.0,10.4,5649,0.54
2024,05,27,07:13,17.4,20.0,10.6,10250,0.67
2024,05,27,07:23,17.6,20.0,10.4,13845,0.75
2024,05,27,07:33,17.8,20.0,10.6,8854,0.82
2024,05,27,07:43,18.0,19.9,11.1,11788,0.89
2024,05,27,08:03,17.7,19.9,13.7,9645,0.62
2024,05,27,08:13,17.7,19.8,14.0,8796,0.60
2024,05,27,08:23,17.8,19.8,14.1,12206,0.60
2024,05,27,08:33,17.8,19.8,14.2,9002,0.59
2024,05,27,08:43,17.8,19.8,14.2,15612,0.58
2024,05,27,08:53,18.1,19.8,14.2,16983,0.59
2024,05,27,09:03,19.0,19.8,14.1,36916,0.59
2024,05,27,09:13,19.2,19.8,14.1,20457,0.59
2024,05,27,09:23,19.2,19.8,14.2,26318,0.57
2024,05,27,09:33,19.5,19.8,14.2,21310,0.57
2024,05,27,09:43,19.9,19.8,14.0,30525,0.58
2024,05,27,09:53,20.2,19.8,14.0,22142,0.58
2024,05,27,10:03,20.7,19.8,14.0,28710,0.57
2024,05,27,10:13,21.3,19.8,13.8,39059,0.59
2024,05,27,10:23,21.3,19.8,14.0,38568,0.57
2024,05,27,10:33,21.6,19.8,13.9,41761,0.57
2024,05,27,10:43,22.0,19.9,13.8,46211,0.58
2024,05,27,10:53,22.3,19.9,13.7,35647,0.59
2024,05,27,11:03,21.4,19.9,13.9,22076,0.57
2024,05,27,11:13,21.6,20.0,13.7,45565,0.58
2024,05,27,11:23,21.0,20.0,13.8,15704,0.57
2024,05,27,11:33,21.1,20.0,13.6,19454,0.59
2024,05,27,11:43,20.8,20.0,13.5,13566,0.59
2024,05,27,11:53,20.9,20.1,13.4,14224,0.60
2024,05,27,12:03,21.0,20.1,13.5,16707,0.59
2024,05,27,12:13,21.4,20.1,13.4,36968,0.60
2024,05,27,12:23,21.8,20.1,13.4,19530,0.59
2024,05,27,12:33,21.6,20.2,13.3,14664,0.60
2024,05,27,12:43,21.9,20.2,13.3,20103,0.60
2024,05,27,12:53,22.0,20.3,13.2,16929,0.61
2024,05,27,13:03,22.2,20.3,13.1,29311,0.61
2024,05,27,13:13,22.4,20.3,13.1,26258,0.61
2024,05,27,13:23,22.8,20.3,13.0,21424,0.61
2024,05,27,13:33,23.0,20.3,12.9,23102,0.63
2024,05,27,13:43,23.5,20.4,12.9,50775,0.62
2024,05,27,13:53,25.0,20.4,12.8,78958,0.62
2024,05,27,14:03,25.5,20.5,12.8,77248,0.62
2024,05,27,14:13,25.2,20.5,13.0,62591,0.60
2024,05,27,14:23,26.2,20.5,12.8,48196,0.62
2024,05,27,14:33,27.9,20.5,12.8,33209,0.62
2024,05,27,14:43,28.3,20.6,12.7,43600,0.62
2024,05,27,14:53,27.6,20.6,12.9,31982,0.61
2024,05,27,15:03,27.6,20.6,12.7,42583,0.62
2024,05,27,15:13,27.2,20.7,12.7,37952,0.62
2024,05,27,15:23,27.4,20.8,12.7,27122,0.61
2024,05,27,15:33,26.7,20.8,12.7,28525,0.62
2024,05,27,15:43,27.1,20.9,12.5,26003,0.63
2024,05,27,15:53,27.6,21.0,12.5,30523,0.63
2024,05,27,16:03,26.8,21.0,12.5,60654,0.63
2024,05,27,16:13,26.5,21.1,12.5,16231,0.62
2024,05,27,16:23,26.0,21.1,12.6,15989,0.61
2024,05,27,16:33,25.5,21.2,12.5,18087,0.62
2024,05,27,16:43,25.3,21.3,12.5,16807,0.61
2024,05,27,16:53,24.7,21.3,12.5,13471,0.61
2024,05,27,17:03,24.4,21.3,12.4,12041,0.62
2024,05,27,17:13,24.4,21.4,12.4,13251,0.62
2024,05,27,17:23,24.0,21.4,12.4,7076,0.62
2024,05,27,17:33,23.6,21.5,12.5,5620,0.60
2024,05,27,17:43,23.6,21.5,12.4,5875,0.61
2024,05,27,17:53,23.7,21.5,12.3,10646,0.61
2024,05,27,18:03,23.6,21.5,12.3,8844,0.62
2024,05,27,18:13,23.3,21.5,12.2,6426,0.62
2024,05,27,18:23,23.2,21.6,12.2,6223,0.62
2024,05,27,18:33,22.9,21.6,12.2,3844,0.62
2024,05,27,18:43,22.4,21.6,12.4,1964,0.60
2024,05,27,18:53,21.9,21.6,12.3,987,0.60
2024,05,27,19:03,21.4,21.6,12.2,377,0.61
2024,05,27,19:13,21.1,21.6,12.2,75,0.61
2024,05,27,19:23,20.9,21.6,12.2,25,0.61
2024,05,27,19:33,20.7,21.6,12.2,0,0.61
2024,05,27,19:43,20.6,21.6,12.2,0,0.61
2024,05,27,19:53,20.4,21.5,12.2,0,0.61
2024,05,27,20:03,20.2,21.5,12.1,0,0.62
2024,05,27,20:13,20.0,21.5,12.1,0,0.62
2024,05,27,20:23,19.8,21.5,12.1,0,0.62
2024,05,27,20:33,20.0,21.5,12.1,0,0.61
2024,05,27,20:43,20.1,21.5,12.2,0,0.62
2024,05,27,20:53,20.3,21.5,12.2,0,0.60
2024,05,27,21:03,20.3,21.5,12.2,0,0.60
2024,05,27,21:13,20.3,21.5,12.1,0,0.61
2024,05,27,21:23,20.1,21.5,12.1,0,0.62
2024,05,27,21:33,20.0,21.4,12.1,0,0.61
2024,05,27,21:43,19.9,21.4,12.1,0,0.61
2024,05,27,21:53,19.8,21.4,12.0,0,0.61
2024,05,27,22:03,19.8,21.3,12.1,0,0.61
2024,05,27,22:13,19.7,21.3,12.0,0,0.62
2024,05,27,22:23,19.8,21.3,12.0,0,0.61
2024,05,27,22:33,19.7,21.3,12.1,0,0.60
